dates,names,monthly_listeners,popularity,followers,genres,first_release_year,last_release_year,playlists_found
2024-04-16,the head and the heart,3523088.0,62,1074804,"folk-pop, seattle indie, stomp and holler",2011,2022,Sunrise Run
2024-04-16,isaac hong,423526.0,50,37226,korean superband,2019,2024,Korean OSTs
2024-04-16,toigo,138675.0,36,4307,,2019,2023,KrOWN
2024-04-16,nino carl,264725.0,46,188,background piano,2020,2024,Focus Piano
2024-04-16,gucci mane,14395577.0,77,5360869,"atl hip hop, dirty south rap, hip hop, pop rap, rap, southern hip hop, trap",2016,2023,No Cap
2024-04-16,astroaether,267841.0,42,39,,2024,2024,Deep Sleep
2024-04-16,veeze,1100334.0,63,166175,"detroit hip hop, scam rap",2019,2023,No Cap
2024-04-16,twlv,171327.0,40,37914,"k-rap, korean r&b",2019,2023,Korean OSTs
2024-04-16,eural,461673.0,47,26,,2024,2024,Deep Sleep
2024-04-16,sky rompiendo,9608747.0,70,157673,"trap latino, urbano latino",2018,2023,Summer Party
2024-04-16,jimin,6632521.0,82,7933423,k-pop,2018,2023,Hallyu Boy Bands
2024-04-16,gjermund,78215.0,34,483,background piano,2020,2024,Intense Studying
2024-04-16,james quinn,709617.0,53,28345,background piano,2023,2024,Intense Studying
2024-04-16,vance joy,23988209.0,76,3036876,"folk-pop, modern rock",2014,2024,Sunrise Run
2024-04-16,ro$ama,326800.0,52,7322,,2019,2024,No Cap
2024-04-16,arvid purna,65629.0,31,237,,2020,2023,Focus Piano
2024-04-16,snoop dogg,28654788.0,82,11424788,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",2011,2023,Summer Party
2024-04-16,leddei,97687.0,33,154,,2021,2024,Focus Piano
2024-04-16,thomas perceval,209435.0,39,286,,2021,2024,Focus Piano
2024-04-16,slash,1787476.0,59,3034911,"hard rock, rock",2010,2024,Singled Out
2024-04-16,everypage,4572.0,15,47,,2020,2024,KrOWN
2024-04-16,miley cyrus,71927945.0,86,23632329,pop,2007,2024,Summer Party
2024-04-16,terracciano,31809.0,25,26,,2023,2024,Focus Piano
2024-04-16,solitudes,299870.0,48,479,,2019,2024,Deep Sleep
2024-04-16,tee grizzley,6994578.0,69,3679025,"detroit hip hop, detroit trap, rap, southern hip hop, trap",2017,2024,No Cap
2024-04-16,trade l,231337.0,45,39257,k-rap,2021,2023,KrOWN
2024-04-16,punch,3371344.0,62,332924,,2020,2024,Korean OSTs
2024-04-16,nayeon,3850436.0,62,1885899,k-pop,2022,2022,EQUAL K-Pop
2024-04-16,pontus de bjorn,181766.0,38,524,background piano,2020,2024,Intense Studying
2024-04-16,saiko,15008056.0,79,762088,"trap latino, urbano espanol, urbano latino",2023,2024,Summer Party
2024-04-16,jacques ferrandi,56339.0,28,254,,2020,2023,Intense Studying
2024-04-16,mortemia,169729.0,40,15152,"gothic metal, gothic symphonic metal, norwegian metal, symphonic metal",2010,2024,Epic & Melodic
2024-04-16,bodi lukasz,386112.0,46,459,,2021,2024,Piano in the Background
2024-04-16,nardo wick,5515294.0,67,1116586,"florida drill, florida rap, southern hip hop",2021,2024,No Cap
2024-04-16,kor kash,5937.0,29,3827,korean trap,2018,2023,KrOWN
2024-04-16,eleine,117350.0,39,61995,"gothic symphonic metal, slayer, symphonic metal",2015,2024,Epic & Melodic
2024-04-16,zico,1909120.0,59,1350033,"k-pop, korean r&b",2015,2023,KrOWN
2024-04-16,følgesvend,65927.0,33,123,,2022,2024,Intense Studying
2024-04-16,punchnello,238525.0,45,153767,"k-rap, korean r&b",2016,2024,KrOWN
2024-04-16,kesha,35130072.0,79,7757104,"dance pop, pop",2010,2023,Summer Party
2024-04-16,valbona ceferin,44971.0,28,512,background piano,2019,2023,Focus Piano
2024-04-16,sarah watson,710280.0,50,2507,,2023,2024,Peaceful Piano
2024-04-16,sean oban,128770.0,34,518,background piano,2020,2023,Intense Studying
2024-04-16,henriette wieder,204296.0,40,35,,2023,2024,calm vibes
2024-04-16,meadowsweet,434284.0,48,187,,2022,2024,Deep Sleep
2024-04-16,lorenzo fiore,452726.0,46,611,background piano,2020,2024,Peaceful Piano
2024-04-16,eamonn watt,259834.0,44,2728,,2016,2024,Classical Sleep
2024-04-16,lee young ji,849102.0,59,249506,korean trap,2019,2022,EQUAL K-Pop
2024-04-16,jon hailey,231225.0,42,102,,2022,2024,Piano in the Background
2024-04-16,dom dolla,7771783.0,70,370100,"australian house, deep groove house, house",2021,2024,Summer Party
2024-04-16,lana del rey,55756855.0,90,34008954,"art pop, pop",2012,2024,Good Vibes
2024-04-16,e sens,36955.0,35,35359,k-rap,2014,2023,KrOWN
2024-04-16,jvke,21597145.0,77,4188545,"modern indie pop, pov: indie, singer-songwriter pop",2022,2024,Good Vibes
2024-04-16,jonas blue,18630917.0,74,3728214,"pop, pop dance, tropical house, uk dance",2018,2024,Summer Party
